NAME,URL
Google Chrome,https://www.google.com/intl/ja_jp/chrome/
Microsoft Edge,https://www.microsoft.com/ja-jp/edge/download
Firefox,https://www.firefox.com/
Brave,https://brave.com/
Vivaldi,https://vivaldi.com/
Tor,https://www.torproject.org/
Opera,https://www.opera.com
DuckDuckGo,https://duckduckgo.com/
Floorp,https://floorp.app/
Comet,https://www.perplexity.ai/comet
Biscuit,https://eatbiscuit.com
Stack,https://stackbrowser.com/
