Name,URL
CLIP STUDIO PAINT,https://www.clipstudio.net/
Photoshop,https://www.adobe.com/jp/products/photoshop.html
openCanvas,https://www.portalgraphics.net/oc/
GIMP,https://www.gimp.org/
Krita,https://krita.org/
FireAlpaca,https://firealpaca.com/
MediBang Paint Pro,https://medibangpaint.com/
GraphicsGale,https://graphicsgale.com/
