NAME,URL
UDEV Gothic 35FSJPDOC,https://github.com/yuru7/udev-gothic
Noto Color Emoji,https://fonts.google.com/noto/specimen/Noto+Color+Emoji
Symbols Nerd Font Mono,https://www.nerdfonts.com/font-downloads
FORM-UDPMincho,https://github.com/jz5/FORM-UDPMincho
